Dataset,Oversampler,Classifier,Metric,Mean,Std,CI_Lower,CI_Upper,N_folds,Scores
WineQuality,SMOTETomek,BalancedRF,mcc,0.5609265955923026,0.0744382448998578,0.4871683124439092,0.6188333524199034,5,"[0.6044711417121688, 0.6507430106624129, 0.5374665884001099, 0.4313012773690891, 0.5806509598177327]"
WineQuality,SMOTETomek,BalancedRF,training_time,0.2518449306488037,0.0019047694792777101,,,5,"[0.252197265625, 0.2516942024230957, 0.2484579086303711, 0.25258660316467285, 0.2542886734008789]"
WineQuality,SMOTETomek,MLP,f1,0.6084449822605044,0.026197487740536735,0.5852842809364548,0.6301023587004895,5,"[0.5981308411214953, 0.6444444444444445, 0.6153846153846154, 0.5652173913043478, 0.6190476190476191]"
WineQuality,SMOTETomek,MLP,roc_auc,0.8731817426877801,0.03152512108997636,0.8408007680260129,0.8956503499922956,5,"[0.8829653261690874, 0.8730585173369154, 0.8882575757575758, 0.8142292490118577, 0.9073980451634647]"
WineQuality,SMOTETomek,MLP,precision,0.5652335236118319,0.051496367468515526,0.5166666666666666,0.6105587268638645,5,"[0.5, 0.6170212765957447, 0.5333333333333333, 0.5416666666666666, 0.6341463414634146]"
WineQuality,SMOTETomek,MLP,recall,0.6682875264270614,0.06215213343094374,0.613107822410148,0.720169133192389,5,"[0.7441860465116279, 0.6744186046511628, 0.7272727272727273, 0.5909090909090909, 0.6046511627906976]"
WineQuality,SMOTETomek,MLP,balanced_accuracy,0.792542497059604,0.023259990545783142,0.7709723626558813,0.8118408720628809,5,"[0.8143312904038285, 0.8047183275963394, 0.8129117259552042, 0.7555994729907773, 0.7751516683518705]"
WineQuality,SMOTETomek,MLP,kappa,0.5408241935571642,0.032354937665457585,0.5139889949626193,0.567659392151709,5,"[0.5211581291759465, 0.5863963163421925, 0.5428571428571429, 0.4923857868020305, 0.5613235926085088]"
WineQuality,SMOTETomek,MLP,mcc,0.5459851117147858,0.03124610519884427,0.516679614390902,0.5699465336295384,5,"[0.5360209372167746, 0.5871815913211813, 0.5521669569673734, 0.4930213860065878, 0.5615346870620119]"
WineQuality,SMOTETomek,MLP,training_time,3.7360036849975584,0.8612057533953591,,,5,"[2.0465006828308105, 4.448138952255249, 3.9768059253692627, 4.198013782501221, 4.01055908203125]"
WineQuality,SMOTEENN,RandomForest,f1,0.5387677561445657,0.03604534721182099,0.507201570338059,0.5669659859205934,5,"[0.5648854961832062, 0.528, 0.5806451612903226, 0.47619047619047616, 0.5441176470588235]"
WineQuality,SMOTEENN,RandomForest,roc_auc,0.9030644730698663,0.0269437578589253,0.8771039814020852,0.9219116439902486,5,"[0.9253631097305012, 0.904332129963899, 0.9251482213438734, 0.851943346508564, 0.9085355578024941]"
WineQuality,SMOTEENN,RandomForest,precision,0.40731933814939325,0.02766612066212238,0.38310586689078036,0.4322727272727273,5,"[0.42045454545454547, 0.4024390243902439, 0.45, 0.36585365853658536, 0.3978494623655914]"
WineQuality,SMOTEENN,RandomForest,recall,0.7976744186046512,0.0672942375546092,0.7346723044397463,0.8520084566596193,5,"[0.8604651162790697, 0.7674418604651163, 0.8181818181818182, 0.6818181818181818, 0.8604651162790697]"
WineQuality,SMOTEENN,RandomForest,balanced_accuracy,0.8076636625017187,0.033816963143878845,0.7729515362013545,0.8326593845062342,5,"[0.8381747964066829, 0.7952732768029553, 0.8293807641633728, 0.7467061923583662, 0.828783282777216]"
WineQuality,SMOTEENN,RandomForest,kappa,0.43785749871267976,0.04380038414251593,0.39640685777192336,0.4761386353102644,5,"[0.4690265486725663, 0.4269758407187083, 0.4901960784313726, 0.36201063315611404, 0.4410783925846379]"
WineQuality,SMOTEENN,RandomForest,mcc,0.477042414581417,0.04901562241210948,0.4305851291474429,0.515031625883769,5,"[0.5166066790127397, 0.4613524666527467, 0.5239121778849429, 0.38922033373317494, 0.4941204156234804]"
WineQuality,SMOTEENN,RandomForest,training_time,0.2547765254974365,0.0010686672797881201,,,5,"[0.2552666664123535, 0.2565009593963623, 0.25474071502685547, 0.2539336681365967, 0.25344061851501465]"
WineQuality,SMOTEENN,LogisticRegression,f1,0.47900405327156925,0.024017480707306176,0.45939393939393935,0.5012545840571317,5,"[0.4727272727272727, 0.46060606060606063, 0.5222929936305732, 0.45454545454545453, 0.48484848484848486]"
WineQuality,SMOTEENN,LogisticRegression,roc_auc,0.8758270620740186,0.02378547405090427,0.855062879067179,0.8944753753381054,5,"[0.8705398371253464, 0.8871631265217026, 0.904891304347826, 0.8336627140974966, 0.8828783282777216]"
WineQuality,SMOTEENN,LogisticRegression,precision,0.32800601400630414,0.018177390092373676,0.3157973174366617,0.34690924917241467,5,"[0.319672131147541, 0.3114754098360656, 0.36283185840707965, 0.3181818181818182, 0.32786885245901637]"
WineQuality,SMOTEENN,LogisticRegression,recall,0.8896405919661733,0.05026579896881209,0.8403805496828752,0.9262156448202961,5,"[0.9069767441860465, 0.8837209302325582, 0.9318181818181818, 0.7954545454545454, 0.9302325581395349]"
WineQuality,SMOTEENN,LogisticRegression,balanced_accuracy,0.8015604728260731,0.024836671408798323,0.7788770713987767,0.8227521359835114,5,"[0.8036688775081857, 0.7902359163798169, 0.8354743083003953, 0.7618577075098814, 0.8165655544320862]"
WineQuality,SMOTEENN,LogisticRegression,kappa,0.3502049178632399,0.029775924575689235,0.3287127185631488,0.3794318000281889,5,"[0.3419684220478397, 0.3268412593362958, 0.4044073853484217, 0.32121212121212117, 0.3565954013715207]"
WineQuality,SMOTEENN,LogisticRegression,mcc,0.428431597852442,0.03494983196173361,0.40018317183499175,0.46056915580964386,5,"[0.4264733343084374, 0.40760804995970923, 0.4834435235502795, 0.3797259230061122, 0.44490715843767165]"
WineQuality,SMOTEENN,LogisticRegression,training_time,0.061178970336914065,0.0010908160786576705,,,5,"[0.05990314483642578, 0.06300735473632812, 0.06071209907531738, 0.06052088737487793, 0.061751365661621094]"
WineQuality,SMOTEENN,SVM,f1,0.5026126299592724,0.03200641506930876,0.4753426222899907,0.5298826376285541,5,"[0.49333333333333335, 0.4755244755244755, 0.5263157894736842, 0.46616541353383456, 0.5517241379310345]"
WineQuality,SMOTEENN,SVM,roc_auc,0.8814739027342557,0.02402438869350815,0.8609643279332696,0.9006665045065793,5,"[0.8974057593820838, 0.865754344723365, 0.9062911725955204, 0.8419795783926219, 0.895938658577688]"
WineQuality,SMOTEENN,SVM,precision,0.36390485779526555,0.023674014924627233,0.3444721201302111,0.3837672055065857,5,"[0.34579439252336447, 0.34, 0.39325842696629215, 0.34831460674157305, 0.39215686274509803]"
WineQuality,SMOTEENN,SVM,recall,0.8162790697674419,0.07551195082889,0.7529598308668076,0.8753699788583509,5,"[0.8604651162790697, 0.7906976744186046, 0.7954545454545454, 0.7045454545454546, 0.9302325581395349]"
WineQuality,SMOTEENN,SVM,balanced_accuracy,0.7959985836986636,0.03485998660162773,0.7690761487620803,0.8276972692396141,5,"[0.8038787675258164, 0.776215263202082, 0.799901185770751, 0.7472002635046113, 0.8527974384900573]"
WineQuality,SMOTEENN,SVM,kappa,0.38787703132295104,0.03898776299474002,0.35627383037724086,0.42115450781345165,5,"[0.3731635651322234, 0.3541442411194833, 0.419488597097443, 0.34577286339553104, 0.4468158898700745]"
WineQuality,SMOTEENN,SVM,mcc,0.44069586047871157,0.04699573610433244,0.4014804935806289,0.47927362097710796,5,"[0.4393622845327556, 0.40648117834875325, 0.460986348557645, 0.37997831366558216, 0.5166711772888221]"
WineQuality,SMOTEENN,SVM,training_time,0.23489828109741212,0.007676405051433357,,,5,"[0.24430203437805176, 0.23343396186828613, 0.23768138885498047, 0.221205472946167, 0.2378685474395752]"
WineQuality,SMOTEENN,BalancedRF,f1,0.5411183712772543,0.03939354232812599,0.4990476190476191,0.57366531398308,5,"[0.582089552238806, 0.5238095238095238, 0.5806451612903226, 0.47619047619047616, 0.5428571428571428]"
WineQuality,SMOTEENN,BalancedRF,roc_auc,0.9027550235613298,0.02818477271036941,0.8775045008826442,0.9224237272396536,5,"[0.9238099236000336, 0.9000503736042313, 0.9246541501976285, 0.8492259552042162, 0.9160347152005393]"
WineQuality,SMOTEENN,BalancedRF,precision,0.4067536051746769,0.02942131740932954,0.38256056663162574,0.43285714285714283,5,"[0.42857142857142855, 0.39759036144578314, 0.45, 0.36585365853658536, 0.3917525773195876]"
WineQuality,SMOTEENN,BalancedRF,recall,0.8116279069767443,0.08140605624089968,0.7330338266384778,0.8799154334038054,5,"[0.9069767441860465, 0.7674418604651163, 0.8181818181818182, 0.6818181818181818, 0.8837209302325582]"
WineQuality,SMOTEENN,BalancedRF,balanced_accuracy,0.8128314285053762,0.039246532518495816,0.778545494670674,0.843716938174199,5,"[0.8596255562085466, 0.7934682226513308, 0.8293807641633728, 0.7467061923583662, 0.8349764071452646]"
WineQuality,SMOTEENN,BalancedRF,kappa,0.4400445957064707,0.04761068049256776,0.3992387318012828,0.47888335274702537,5,"[0.4887887259656529, 0.42137303357241873, 0.4901960784313726, 0.36201063315611404, 0.43785450740679555]"
WineQuality,SMOTEENN,BalancedRF,mcc,0.48219710295134516,0.05487273148852208,0.43363085219224573,0.5265453074033464,5,"[0.5437712189349709, 0.45672204082673296, 0.5239121778849429, 0.38922033373317494, 0.49735974337690425]"
WineQuality,SMOTEENN,BalancedRF,training_time,0.2560544490814209,0.002750464658784516,,,5,"[0.2586939334869385, 0.2549424171447754, 0.256680965423584, 0.2513093948364258, 0.25864553451538086]"
WineQuality,SMOTEENN,MLP,f1,0.5520589146032332,0.03509754362812895,0.5236362471260797,0.5803321816231226,5,"[0.5413533834586466, 0.5892857142857143, 0.543859649122807, 0.49586776859504134, 0.5899280575539568]"
WineQuality,SMOTEENN,MLP,roc_auc,0.866411115200141,0.029969249336404186,0.8433848114181053,0.8938845349384748,5,"[0.8722189572663924, 0.846192595080178, 0.8687417654808959, 0.8278985507246377, 0.9170037074486013]"
WineQuality,SMOTEENN,MLP,precision,0.42756234707321666,0.031637112594393293,0.4,0.455527950310559,5,"[0.4, 0.4782608695652174, 0.44285714285714284, 0.38961038961038963, 0.4270833333333333]"
WineQuality,SMOTEENN,MLP,recall,0.7889006342494714,0.09845382450029053,0.7080338266384778,0.8758985200845666,5,"[0.8372093023255814, 0.7674418604651163, 0.7045454545454546, 0.6818181818181818, 0.9534883720930233]"
WineQuality,SMOTEENN,MLP,balanced_accuracy,0.8108723858737547,0.04110153722008728,0.7786453726606941,0.8468143589992048,5,"[0.8211317269750651, 0.8187389807740744, 0.7816205533596838, 0.755764163372859, 0.8771065048870914]"
WineQuality,SMOTEENN,MLP,kappa,0.4566836199946886,0.04262731124634392,0.421570775322361,0.49177645874152953,5,"[0.4394026421596784, 0.5077910787133016, 0.4511873350923483, 0.38893062860005, 0.4961064154080643]"
WineQuality,SMOTEENN,MLP,mcc,0.49174233495384795,0.05120391691292756,0.44681982146530186,0.5335696636338884,5,"[0.4871942456367581, 0.5286617405015688, 0.4691980495611923, 0.41209948178091693, 0.5615581572888035]"
WineQuality,SMOTEENN,MLP,training_time,2.0551153659820556,0.09954565183105064,,,5,"[2.1347336769104004, 2.0931317806243896, 1.9383432865142822, 1.936095952987671, 2.173272132873535]"
BreastCancer,No_Oversampling,RandomForest,f1,0.9650677273037521,0.009695212146090544,0.9567583555161197,0.9733770990913848,5,"[0.9714285714285714, 0.9523809523809523, 0.9659863945578231, 0.9565217391304348, 0.9790209790209791]"
BreastCancer,No_Oversampling,RandomForest,roc_auc,0.9885484634768126,0.008269216268312597,0.9815016715278752,0.9952355281560162,5,"[0.9983622666229938, 0.9785456927612185, 0.9788359788359788, 0.9945436507936507, 0.9924547283702214]"
BreastCancer,No_Oversampling,RandomForest,precision,0.9650897533689295,0.028160787175422107,0.9419649122807018,0.9886473429951691,5,"[0.9855072463768116, 0.9210526315789473, 0.9466666666666667, 1.0, 0.9722222222222222]"
BreastCancer,No_Oversampling,RandomForest,recall,0.9664710485133021,0.02719742438129686,0.9412509780907669,0.9859937402190923,5,"[0.9577464788732394, 0.9859154929577465, 0.9861111111111112, 0.9166666666666666, 0.9859154929577465]"
BreastCancer,No_Oversampling,RandomForest,balanced_accuracy,0.9526707402034947,0.016955360966877425,0.936538026609268,0.9658435106764619,5,"[0.9672453324598755, 0.9231903046184081, 0.9454365079365079, 0.9583333333333333, 0.9691482226693494]"
BreastCancer,No_Oversampling,RandomForest,kappa,0.9059250053058377,0.026810752281988384,0.8829795155269273,0.9284177687261421,5,"[0.9259980525803311, 0.8662420382165605, 0.904330312185297, 0.8901734104046243, 0.9428812131423757]"
BreastCancer,No_Oversampling,RandomForest,mcc,0.9082645159282089,0.02514479361921634,0.8854437956059668,0.9290386719732953,5,"[0.9266325832219493, 0.8702229102521248, 0.9058238738943076, 0.8955910525085281, 0.9430521597641348]"
BreastCancer,No_Oversampling,RandomForest,training_time,0.18627490997314453,0.0034035686693172852,,,5,"[0.1826767921447754, 0.190659761428833, 0.18593144416809082, 0.1824803352355957, 0.18962621688842773]"
BreastCancer,No_Oversampling,LogisticRegression,f1,0.9794339645403476,0.012725441954537425,0.9687176538240369,0.9901502752566582,5,"[0.9787234042553191, 0.9594594594594594, 0.972972972972973, 0.993006993006993, 0.993006993006993]"
BreastCancer,No_Oversampling,LogisticRegression,roc_auc,0.9953143278274297,0.005345297368904418,0.990088788545225,0.9989268947015425,5,"[0.9950867998689814, 0.9977071732721913, 0.9851190476190477, 1.0, 0.9986586183769282]"
BreastCancer,No_Oversampling,LogisticRegression,precision,0.9682543479911901,0.02898269859790888,0.9399426596795017,0.9915873015873016,5,"[0.9857142857142858, 0.922077922077922, 0.9473684210526315, 1.0, 0.9861111111111112]"
BreastCancer,No_Oversampling,LogisticRegression,recall,0.9915884194053209,0.011248298969685487,0.9803208137715181,1.0,5,"[0.971830985915493, 1.0, 1.0, 0.9861111111111112, 1.0]"
BreastCancer,No_Oversampling,LogisticRegression,balanced_accuracy,0.9676103780304566,0.023412426113430775,0.9435215946843855,0.9873178346565179,5,"[0.9742875859810023, 0.9302325581395349, 0.9523809523809523, 0.9930555555555556, 0.9880952380952381]"
BreastCancer,No_Oversampling,LogisticRegression,kappa,0.9428672097281853,0.036573447100622394,0.9085635498750902,0.9737307319832661,5,"[0.9442451907401369, 0.8848097002357697, 0.9230769230769231, 0.981243830207305, 0.9809604043807919]"
BreastCancer,No_Oversampling,LogisticRegression,mcc,0.9447044175060105,0.03447948902434257,0.915505282832842,0.9739591959208248,5,"[0.9444083040750081, 0.8907389552720495, 0.9258200997725514, 0.9814164735593364, 0.9811382548511067]"
BreastCancer,No_Oversampling,LogisticRegression,training_time,0.019826984405517577,0.000743655618246057,,,5,"[0.019157886505126953, 0.020334482192993164, 0.018750667572021484, 0.0207059383392334, 0.02018594741821289]"
BreastCancer,No_Oversampling,SVM,f1,0.9819902151209142,0.012829225573760842,0.9694999276306268,0.9915687976326274,5,"[0.9929078014184397, 0.9583333333333334, 0.9795918367346939, 0.993006993006993, 0.9861111111111112]"
BreastCancer,No_Oversampling,SVM,roc_auc,0.9945250963143201,0.005980438991274852,0.9895700511206776,0.999466566842918,5,"[0.9996724533245988, 0.9898460530625615, 0.9851190476190477, 1.0, 0.9979879275653923]"
BreastCancer,No_Oversampling,SVM,precision,0.9755616438356164,0.021757219916674408,0.9566027397260275,0.9945205479452055,5,"[1.0, 0.9452054794520548, 0.96, 1.0, 0.9726027397260274]"
BreastCancer,No_Oversampling,SVM,recall,0.9887715179968701,0.010529709276245813,0.9802816901408452,0.9972222222222221,5,"[0.9859154929577465, 0.971830985915493, 1.0, 0.9861111111111112, 1.0]"
BreastCancer,No_Oversampling,SVM,balanced_accuracy,0.9731786715122779,0.02007583389535563,0.9541185095066524,0.9896434160518666,5,"[0.9929577464788732, 0.9394038650507697, 0.9642857142857143, 0.9930555555555556, 0.9761904761904762]"
BreastCancer,No_Oversampling,SVM,kappa,0.9507866119724492,0.035010717085995985,0.916933692759895,0.9773426863333851,5,"[0.9814150635800456, 0.8869421487603306, 0.9425981873111783, 0.981243830207305, 0.9617338300033864]"
BreastCancer,No_Oversampling,SVM,mcc,0.9514334823261932,0.03481484704283415,0.9176578759481859,0.9776881760600633,5,"[0.9815845978127674, 0.8875726517394207, 0.9441549509633318, 0.9814164735593364, 0.9624387375561093]"
BreastCancer,No_Oversampling,SVM,training_time,0.028405237197875976,0.0004178462392084206,,,5,"[0.02802443504333496, 0.028831958770751953, 0.027825355529785156, 0.028855323791503906, 0.028489112854003906]"
BreastCancer,No_Oversampling,BalancedRF,f1,0.9721448472226253,0.008645440444615302,0.9652167347353314,0.9803362155086294,5,"[0.9857142857142858, 0.9655172413793104, 0.9664429530201343, 0.9640287769784173, 0.9790209790209791]"
BreastCancer,No_Oversampling,BalancedRF,roc_auc,0.9911964357202647,0.006741244337120193,0.9842485468365751,0.996052607635477,5,"[0.998689813298395, 0.9788732394366197, 0.9900793650793651, 0.9945436507936508, 0.993796109993293]"
BreastCancer,No_Oversampling,BalancedRF,precision,0.9706466206466207,0.026839910427400155,0.9468487968487969,0.9944444444444445,5,"[1.0, 0.9459459459459459, 0.935064935064935, 1.0, 0.9722222222222222]"
BreastCancer,No_Oversampling,BalancedRF,recall,0.9748435054773082,0.023868493092720263,0.952699530516432,0.991549295774648,5,"[0.971830985915493, 0.9859154929577465, 1.0, 0.9305555555555556, 0.9859154929577465]"
BreastCancer,No_Oversampling,BalancedRF,balanced_accuracy,0.9614527604905921,0.01635537811483777,0.9474045825339635,0.9746784859674845,5,"[0.9859154929577465, 0.9464461185718964, 0.9404761904761905, 0.9652777777777778, 0.9691482226693494]"
BreastCancer,No_Oversampling,BalancedRF,kappa,0.9245238440709149,0.02410394534917444,0.905088622378494,0.9474450705580045,5,"[0.9629990262901655, 0.9053470607771504, 0.9033570701932858, 0.9080348499515973, 0.9428812131423757]"
BreastCancer,No_Oversampling,BalancedRF,mcc,0.9266052842809973,0.022858521140732405,0.9081462855139151,0.948167901226005,5,"[0.9636589114684625, 0.9068106119605033, 0.907605465436683, 0.9118992727752026, 0.9430521597641348]"
BreastCancer,No_Oversampling,BalancedRF,training_time,0.18755602836608887,0.0067386459770934016,,,5,"[0.1926116943359375, 0.18267059326171875, 0.18119239807128906, 0.18297338485717773, 0.1983320713043213]"
BreastCancer,No_Oversampling,MLP,f1,0.9834050309380284,0.010179495587288426,0.9739379161871563,0.9916658683781971,5,"[0.9787234042553191, 0.9659863945578231, 0.9863013698630136, 0.993006993006993, 0.993006993006993]"
BreastCancer,No_Oversampling,MLP,roc_auc,0.9955751087056359,0.005461447715364122,0.9900806648677595,0.9988607571354049,5,"[0.99737962659679, 0.9973796265967901, 0.9847883597883598, 0.9996693121693121, 0.9986586183769282]"
BreastCancer,No_Oversampling,MLP,precision,0.975801779222832,0.022485232757893263,0.9548913951545531,0.9918168168168169,5,"[0.9857142857142858, 0.9342105263157895, 0.972972972972973, 1.0, 0.9861111111111112]"
BreastCancer,No_Oversampling,MLP,recall,0.9915884194053209,0.011248298969685487,0.9803971048513304,1.0,5,"[0.971830985915493, 1.0, 1.0, 0.9861111111111112, 1.0]"
BreastCancer,No_Oversampling,MLP,balanced_accuracy,0.9746978641877103,0.017872803118421585,0.9579639074758629,0.9876984126984126,5,"[0.9742875859810023, 0.9418604651162791, 0.9761904761904762, 0.9930555555555556, 0.9880952380952381]"
BreastCancer,No_Oversampling,MLP,kappa,0.9545663743499478,0.028564943183542583,0.9277729634251572,0.9772664633743169,5,"[0.9442451907401369, 0.9044585987261147, 0.9619238476953907, 0.981243830207305, 0.9809604043807919]"
BreastCancer,No_Oversampling,MLP,mcc,0.955640006435672,0.027205980958820892,0.9302768564943085,0.9739605870143659,5,"[0.9444083040750081, 0.9086150974691304, 0.962621902223779, 0.9814164735593364, 0.9811382548511067]"
BreastCancer,No_Oversampling,MLP,training_time,0.51173415184021,0.024423406071031176,,,5,"[0.5194296836853027, 0.49210214614868164, 0.504887580871582, 0.5551447868347168, 0.4871065616607666]"
BreastCancer,RandomOver,RandomForest,f1,0.9675985298345546,0.007443221089869619,0.9613960366755396,0.9747052947052947,5,"[0.9714285714285714, 0.965034965034965, 0.9659863945578231, 0.9565217391304348, 0.9790209790209791]"
BreastCancer,RandomOver,RandomForest,roc_auc,0.9923052310417196,0.004420463077868099,0.9885353247824588,0.9960190730949001,5,"[0.998689813298395, 0.9867343596462496, 0.9879298941798942, 0.9945436507936507, 0.9936284372904092]"
BreastCancer,RandomOver,RandomForest,precision,0.9725458937198068,0.01893969716330688,0.954111111111111,0.9893826086956522,5,"[0.9855072463768116, 0.9583333333333334, 0.9466666666666667, 1.0, 0.9722222222222222]"
BreastCancer,RandomOver,RandomForest,recall,0.9636541471048513,0.025727290204603615,0.9387323943661972,0.9831768388106417,5,"[0.9577464788732394, 0.971830985915493, 0.9861111111111112, 0.9166666666666666, 0.9859154929577465]"
BreastCancer,RandomOver,RandomForest,balanced_accuracy,0.9582390336853159,0.009121206065894177,0.9502539786522753,0.9658530251275093,5,"[0.9672453324598755, 0.9510317720275139, 0.9454365079365079, 0.9583333333333333, 0.9691482226693494]"
BreastCancer,RandomOver,RandomForest,kappa,0.9139204278698306,0.018437987549886868,0.8990453192432735,0.9289630204824164,5,"[0.9259980525803311, 0.9062191510365252, 0.904330312185297, 0.8901734104046243, 0.9428812131423757]"
BreastCancer,RandomOver,RandomForest,mcc,0.91549565273643,0.017066045066549396,0.9017976433184319,0.9324335313615167,5,"[0.9266325832219493, 0.9063785942932301, 0.9058238738943076, 0.8955910525085281, 0.9430521597641348]"
BreastCancer,RandomOver,RandomForest,training_time,0.1996392250061035,0.010709032833182905,,,5,"[0.20155048370361328, 0.19574427604675293, 0.2161860466003418, 0.2017052173614502, 0.18301010131835938]"
BreastCancer,RandomOver,LogisticRegression,f1,0.977514646639529,0.009546381999103706,0.9700759722226562,0.9861670075955791,5,"[0.9640287769784173, 0.9722222222222222, 0.9795918367346939, 0.9787234042553191, 0.993006993006993]"
BreastCancer,RandomOver,LogisticRegression,roc_auc,0.9959032836120946,0.005618911331170023,0.9900869038520529,0.9992138879790371,5,"[0.998689813298395, 0.9973796265967901, 0.9847883597883598, 1.0, 0.9986586183769282]"
BreastCancer,RandomOver,LogisticRegression,precision,0.9780618676694421,0.016072511740550518,0.9645646879756468,0.9941176470588236,5,"[0.9852941176470589, 0.958904109589041, 0.96, 1.0, 0.9861111111111112]"
BreastCancer,RandomOver,LogisticRegression,recall,0.9775821596244132,0.022784468535300816,0.9578638497652582,0.9971830985915492,5,"[0.9436619718309859, 0.9859154929577465, 1.0, 0.9583333333333334, 1.0]"
BreastCancer,RandomOver,LogisticRegression,balanced_accuracy,0.9699649447070018,0.01168178809303314,0.9601679846520985,0.980731091978226,5,"[0.9602030789387488, 0.9580740255486406, 0.9642857142857143, 0.9791666666666667, 0.9880952380952381]"
BreastCancer,RandomOver,LogisticRegression,kappa,0.9400768418660348,0.02436590257861161,0.9185315209428268,0.9623581674485232,5,"[0.9079159935379645, 0.9246280991735537, 0.9425981873111783, 0.9442815249266863, 0.9809604043807919]"
BreastCancer,RandomOver,LogisticRegression,mcc,0.9411268516322039,0.024062620756107253,0.9220892995879003,0.9663449332959967,5,"[0.9093049296723977, 0.9252853920667758, 0.9441549509633318, 0.9457507306074072, 0.9811382548511067]"
BreastCancer,RandomOver,LogisticRegression,training_time,0.02046041488647461,0.0007604925195526018,,,5,"[0.021159887313842773, 0.020534276962280273, 0.019042491912841797, 0.020483732223510742, 0.02108168601989746]"
BreastCancer,RandomOver,SVM,f1,0.9803579985678297,0.009243935372908114,0.9707451169520134,0.9886917337981167,5,"[0.9857142857142858, 0.965034965034965, 0.9793103448275862, 0.9787234042553191, 0.993006993006993]"
BreastCancer,RandomOver,SVM,roc_auc,0.9953124647973978,0.005100351538898226,0.9899521807849683,0.998942492162276,5,"[0.9983622666229938, 0.9944317065181788, 0.9857804232804233, 1.0, 0.9979879275653923]"
BreastCancer,RandomOver,SVM,precision,0.9834094368340944,0.016145515076263654,0.9667427701674278,0.9972222222222221,5,"[1.0, 0.9583333333333334, 0.9726027397260274, 1.0, 0.9861111111111112]"
BreastCancer,RandomOver,SVM,recall,0.9776212832550861,0.014226484027474028,0.9638888888888889,0.9915884194053209,5,"[0.971830985915493, 0.971830985915493, 0.9861111111111112, 0.9583333333333334, 1.0]"
BreastCancer,RandomOver,SVM,balanced_accuracy,0.9746910402986394,0.01352849718716841,0.9616513681572639,0.9854376257545272,5,"[0.9859154929577465, 0.9510317720275139, 0.9692460317460317, 0.9791666666666667, 0.9880952380952381]"
BreastCancer,RandomOver,SVM,kappa,0.9475261190337131,0.024871778419418674,0.9249653935868276,0.9698101455933876,5,"[0.9629990262901655, 0.9062191510365252, 0.9431704885343968, 0.9442815249266863, 0.9809604043807919]"
BreastCancer,RandomOver,SVM,mcc,0.9480532501420187,0.02490963561550432,0.925709084991112,0.9670690126493092,5,"[0.9636589114684625, 0.9063785942932301, 0.9433397594898876, 0.9457507306074072, 0.9811382548511067]"
BreastCancer,RandomOver,SVM,training_time,0.03426995277404785,0.0011987959813869078,,,5,"[0.036138296127319336, 0.03354692459106445, 0.03253793716430664, 0.03457021713256836, 0.03455638885498047]"
BreastCancer,RandomOver,BalancedRF,f1,0.9675985298345546,0.007443221089869619,0.9612057507709683,0.9738071452357167,5,"[0.9714285714285714, 0.965034965034965, 0.9659863945578231, 0.9565217391304348, 0.9790209790209791]"
BreastCancer,RandomOver,BalancedRF,roc_auc,0.9923052310417196,0.004420463077868099,0.9885353247824588,0.9960190730949001,5,"[0.998689813298395, 0.9867343596462496, 0.9879298941798942, 0.9945436507936507, 0.9936284372904092]"
BreastCancer,RandomOver,BalancedRF,precision,0.9725458937198068,0.01893969716330688,0.9564444444444444,0.9889,5,"[0.9855072463768116, 0.9583333333333334, 0.9466666666666667, 1.0, 0.9722222222222222]"
BreastCancer,RandomOver,BalancedRF,recall,0.9636541471048513,0.025727290204603615,0.9387323943661972,0.9831768388106417,5,"[0.9577464788732394, 0.971830985915493, 0.9861111111111112, 0.9166666666666666, 0.9859154929577465]"
BreastCancer,RandomOver,BalancedRF,balanced_accuracy,0.9582390336853159,0.009121206065894177,0.9502539786522753,0.9658435106764619,5,"[0.9672453324598755, 0.9510317720275139, 0.9454365079365079, 0.9583333333333333, 0.9691482226693494]"
BreastCancer,RandomOver,BalancedRF,kappa,0.9139204278698306,0.018437987549886868,0.8990453192432735,0.931794400838551,5,"[0.9259980525803311, 0.9062191510365252, 0.904330312185297, 0.8901734104046243, 0.9428812131423757]"
BreastCancer,RandomOver,BalancedRF,mcc,0.91549565273643,0.017066045066549396,0.9018416894197804,0.9323225872817323,5,"[0.9266325832219493, 0.9063785942932301, 0.9058238738943076, 0.8955910525085281, 0.9430521597641348]"
BreastCancer,RandomOver,BalancedRF,training_time,0.18082094192504883,0.009833480451494242,,,5,"[0.18993353843688965, 0.1818709373474121, 0.19302916526794434, 0.1698322296142578, 0.16943883895874023]"
BreastCancer,RandomOver,MLP,f1,0.9806036540283115,0.010140115377972873,0.9722811657058232,0.989000189000189,5,"[0.9714285714285714, 0.9726027397260274, 0.972972972972973, 0.993006993006993, 0.993006993006993]"
BreastCancer,RandomOver,MLP,roc_auc,0.9958365178148998,0.005715666135206495,0.9902134756211688,0.9990809846157045,5,"[0.9983622666229938, 0.9980347199475925, 0.9844576719576719, 0.9996693121693121, 0.9986586183769282]"
BreastCancer,RandomOver,MLP,precision,0.9731306890414441,0.021943879931087984,0.9547149949148233,0.9915458937198067,5,"[0.9855072463768116, 0.9466666666666667, 0.9473684210526315, 1.0, 0.9861111111111112]"
BreastCancer,RandomOver,MLP,recall,0.9887715179968701,0.01641869204111245,0.9746478873239436,1.0,5,"[0.9577464788732394, 1.0, 1.0, 0.9861111111111112, 1.0]"
